Dept,Crs,Sc,Title,Limit,Enrld,W/L,CO,Type,Units,Days,Times,Facil ID,Instructor,Notes,Component,Comb Sect,Acad Org,Term,Session,Career
MUS, 461,O,Applied Music,10,1,0,,E,0.50,_______,-,MU-PRACTIC,Fred Winkler,,MUS,,APPL MUSIC,2015 Fall,FUL,UGRD
MUS, 461,P,Applied Music,10,0,0,,E,0.50,_______,-,MU-PRACTIC,David Krosschell,,MUS,,APPL MUSIC,2015 Fall,FUL,UGRD
MUS, 461,Q,Applied Music,10,1,0,,E,0.50,_______,-,MU-PRACTIC,Judson Scott,,MUS,,APPL MUSIC,2015 Fall,FUL,UGRD
MUS, 461,R,Applied Music,10,0,0,,E,0.50,_______,-,MU-PRACTIC,Ryan Schultz,,MUS,,APPL MUSIC,2015 Fall,FUL,UGRD
MUS, 461,S,Applied Music,10,1,0,,E,0.50,_______,-,MU-PRACTIC,Joyce Ramee,,MUS,,APPL MUSIC,2015 Fall,FUL,UGRD
MUS, 461,TA,Applied Music,10,2,0,,E,0.50,_______,-,MU-PRACTIC,Maria Sampen,,MUS,,APPL MUSIC,2015 Fall,FUL,UGRD
MUS, 461,TB,Applied Music,10,0,0,,E,0.50,_______,-,MU-PRACTIC,Timothy Christie,,MUS,,APPL MUSIC,2015 Fall,FUL,UGRD
MUS, 461,UA,Applied Music,10,0,0,,E,0.50,_______,-,MU-PRACTIC,,,MUS,,APPL MUSIC,2015 Fall,FUL,UGRD
MUS, 461,UB,Applied Music,10,1,0,,E,0.50,_______,-,MU-PRACTIC,Christina Kowalski-Holien,,MUS,,APPL MUSIC,2015 Fall,FUL,UGRD
MUS, 461,UC,Applied Music,10,3,0,,E,0.50,_______,-,MU-PRACTIC,Kathryn Lehmann,,MUS,,APPL MUSIC,2015 Fall,FUL,UGRD
MUS, 461,UD,Applied Music,10,2,0,,E,0.50,_______,-,MU-PRACTIC,Dawn Padula,,MUS,,APPL MUSIC,2015 Fall,FUL,UGRD
MUS, 461,UE,Applied Music,10,0,0,,E,0.50,_______,-,MU-PRACTIC,Steven Zopfi,,MUS,,APPL MUSIC,2015 Fall,FUL,UGRD
MUS, 461,UF,Applied Music,1,0,0,,E,0.50,_______,-,MU-PRACTIC,Tracy Knoop,,MUS,,APPL MUSIC,2015 Fall,FUL,UGRD
MUS, 462,A,Applied Music,10,0,0,,E,0.50,_______,-,MU-PRACTIC,Stephen Schermer,,MUS,,APPL MUSIC,2015 Fall,FUL,UGRD
MUS, 462,B,Applied Music,10,0,0,,E,0.50,_______,-,MU-PRACTIC,Francine Floyd-Peterson,,MUS,,APPL MUSIC,2015 Fall,FUL,UGRD
MUS, 462,C,Applied Music,10,0,0,,E,0.50,_______,-,MU-PRACTIC,Alistair MacRae,,MUS,,APPL MUSIC,2015 Fall,FUL,UGRD
MUS, 462,D,Applied Music,10,0,0,,E,0.50,_______,-,MU-PRACTIC,Jennifer Nelson,,MUS,,APPL MUSIC,2015 Fall,FUL,UGRD
MUS, 462,E,Applied Music,10,0,0,,E,0.50,_______,-,MU-PRACTIC,Ryan Schultz,,MUS,,APPL MUSIC,2015 Fall,FUL,UGRD
MUS, 462,F,Applied Music,10,0,0,,E,0.50,_______,-,MU-PRACTIC,Karla Flygare,,MUS,,APPL MUSIC,2015 Fall,FUL,UGRD
MUS, 462,G,Applied Music,10,0,0,,E,0.50,_______,-,MU-PRACTIC,Rodger Burnett,,MUS,,APPL MUSIC,2015 Fall,FUL,UGRD
MUS, 462,H,Applied Music,10,0,0,,E,0.50,_______,-,MU-PRACTIC,Douglas Rice,,MUS,,APPL MUSIC,2015 Fall,FUL,UGRD
MUS, 462,I,Applied Music,10,0,0,,E,0.50,_______,-,MU-PRACTIC,Catherine Case,,MUS,,APPL MUSIC,2015 Fall,FUL,UGRD
MUS, 462,J,Applied Music,10,0,0,,E,0.50,_______,-,MU-PRACTIC,Joseph Adam,,MUS,,APPL MUSIC,2015 Fall,FUL,UGRD
MUS, 462,K,Applied Music,10,0,0,,E,0.50,_______,-,MU-PRACTIC,Dan Williams,,MUS,,APPL MUSIC,2015 Fall,FUL,UGRD
MUS, 462,L,Applied Music,10,0,0,,E,0.50,_______,-,MU-PRACTIC,Joseph Adam,,MUS,,APPL MUSIC,2015 Fall,FUL,UGRD
MUS, 462,M,Applied Music,10,0,0,,E,0.50,_______,-,MU-PRACTIC,,,MUS,,APPL MUSIC,2015 Fall,FUL,UGRD
MUS, 462,NA,Applied Music,10,0,0,,E,0.50,_______,-,MU-PRACTIC,Duane Hulbert,,MUS,,APPL MUSIC,2015 Fall,FUL,UGRD
MUS, 462,NB,Applied Music,10,0,0,,E,0.50,_______,-,MU-PRACTIC,Tanya Stambuk,,MUS,,APPL MUSIC,2015 Fall,FUL,UGRD
MUS, 462,O,Applied Music,10,0,0,,E,0.50,_______,-,MU-PRACTIC,Fred Winkler,,MUS,,APPL MUSIC,2015 Fall,FUL,UGRD
MUS, 462,P,Applied Music,10,0,0,,E,0.50,_______,-,MU-PRACTIC,David Krosschell,,MUS,,APPL MUSIC,2015 Fall,FUL,UGRD
MUS, 462,Q,Applied Music,10,0,0,,E,0.50,_______,-,MU-PRACTIC,Judson Scott,,MUS,,APPL MUSIC,2015 Fall,FUL,UGRD
MUS, 462,R,Applied Music,10,0,0,,E,0.50,_______,-,MU-PRACTIC,Ryan Schultz,,MUS,,APPL MUSIC,2015 Fall,FUL,UGRD
MUS, 462,S,Applied Music,10,0,0,,E,0.50,_______,-,MU-PRACTIC,Joyce Ramee,,MUS,,APPL MUSIC,2015 Fall,FUL,UGRD
MUS, 462,TA,Applied Music,10,0,0,,E,0.50,_______,-,MU-PRACTIC,Maria Sampen,,MUS,,APPL MUSIC,2015 Fall,FUL,UGRD
MUS, 462,TB,Applied Music,10,0,0,,E,0.50,_______,-,MU-PRACTIC,Timothy Christie,,MUS,,APPL MUSIC,2015 Fall,FUL,UGRD
MUS, 462,UA,Applied Music,10,0,0,,E,0.50,_______,-,MU-PRACTIC,,,MUS,,APPL MUSIC,2015 Fall,FUL,UGRD
MUS, 462,UB,Applied Music,10,0,0,,E,0.50,_______,-,MU-PRACTIC,Christina Kowalski-Holien,,MUS,,APPL MUSIC,2015 Fall,FUL,UGRD
MUS, 462,UC,Applied Music,10,0,0,,E,0.50,_______,-,MU-PRACTIC,Kathryn Lehmann,,MUS,,APPL MUSIC,2015 Fall,FUL,UGRD
MUS, 462,UD,Applied Music,10,0,0,,E,0.50,_______,-,MU-PRACTIC,Dawn Padula,,MUS,,APPL MUSIC,2015 Fall,FUL,UGRD
MUS, 462,UE,Applied Music,10,0,0,,E,0.50,_______,-,MU-PRACTIC,Steven Zopfi,,MUS,,APPL MUSIC,2015 Fall,FUL,UGRD
MUS, 462,UF,Applied Music,1,0,0,,E,0.50,_______,-,MU-PRACTIC,Tracy Knoop,,MUS,,APPL MUSIC,2015 Fall,FUL,UGRD
MUS, 493,A,Topics in Music History,20,16,0,,E,1.00,_M_W_F_,09.00- 09.50,MU-110,Gwynne Brown,,LEC,,MUSIC,2015 Fall,FUL,UGRD
MUS, 493,B,Topics in Music History,20,10,0,,E,1.00,_M_W_F_,13.00- 13.50,MU-110,Gwynne Brown,,LEC,,MUSIC,2015 Fall,FUL,UGRD
MUS, 498,A,Music Business Internship,1,1,0,,E,1.00,_______,-,,Keith Ward,,INT,,MUSIC,2015 Fall,FUL,UGRD
OT, 101,A,Introduction to Allied Health,16,16,0,,E,0.25,__T____,08.30- 09.20,WEY-218,Martins Linauts,,LEC,,OCC THRPY,2015 Fall,FUL,UGRD
OT, 101,A,Introduction to Allied Health,16,16,0,,E,0.25,__T____,08.30- 09.20,WEY-218,George Tomlin,,LEC,,OCC THRPY,2015 Fall,FUL,UGRD
PE, 101,A,Varsity Cross Country,30,17,0,,E,0.50,_______,-,FH-201,Michael Orechia,,ATH,,PHYS EDUC,2015 Fall,FUL,UGRD
PE, 102,A,Varsity Football,90,79,0,,E,0.50,_______,-,ATH-BS,Jeffrey Thomas,,ATH,,PHYS EDUC,2015 Fall,FUL,UGRD
PE, 103,A,Varsity Soccer,30,26,0,,E,0.50,_______,-,ATH-EF,Maurice Olney,,ATH,,PHYS EDUC,2015 Fall,FUL,UGRD
PE, 103,B,Varsity Soccer,30,31,0,,E,0.50,_______,-,ATH-EF,Randy Hanson,,ATH,,PHYS EDUC,2015 Fall,FUL,UGRD
PE, 104,A,Varsity Volleyball - Women,20,20,0,,E,0.50,_______,-,FH,Mark Massey,,ATH,,PHYS EDUC,2015 Fall,FUL,UGRD
PE, 105,A,Varsity Basketball,30,17,0,,E,0.25,_______,-,FH,Justin Lunt,,ATH,,PHYS EDUC,2015 Fall,S2,UGRD
PE, 105,B,Varsity Basketball,15,15,0,,E,0.25,_______,-,FH,Loree Payne,,ATH,,PHYS EDUC,2015 Fall,S2,UGRD
PE, 107,A,Varsity Swimming,70,46,0,,E,0.25,_______,-,ATH-WP,Chris Myhre,,ATH,,PHYS EDUC,2015 Fall,S2,UGRD
PE, 114,A,Cheerleading,20,10,0,,E,0.25,_______,-,NONE,Atrell House,,PE,,PHYS EDUC,2015 Fall,FUL,UGRD
PE, 122,A,Strength Training/Cndtioning,30,16,0,,E,0.25,__T_T__,12.00- 12.50,FH-127,Robert Clements,,PE,,PHYS EDUC,2015 Fall,FUL,UGRD
PE, 122,B,Strength Training/Cndtioning,30,15,0,,E,0.25,_M_W___,10.00- 10.50,FH-127,Michael Orechia,,PE,,PHYS EDUC,2015 Fall,FUL,UGRD
PE, 123,A,Advanced Conditioning,30,0,0,,E,0.25,_______,-,,,,PE,,PHYS EDUC,2015 Fall,S1,UGRD
PE, 124,A,Jogging,30,7,0,,E,0.25,_M_W___,11.00- 11.50,FH-219,Michael Orechia,,PE,,PHYS EDUC,2015 Fall,FUL,UGRD
PE, 125,A,Circuit Training,20,5,0,,E,0.25,_M_W___,09.00- 09.50,FH-127,Mark Massey,,PE,,PHYS EDUC,2015 Fall,FUL,UGRD
PE, 125,B,Circuit Training,20,23,0,,E,0.25,_M_W___,12.00- 12.50,FH-127,Joshua Gray,,PE,,PHYS EDUC,2015 Fall,FUL,UGRD
PE, 126,A,Individualized Fitness,20,11,0,,E,0.25,_M_W___,11.00- 11.50,FH-127,Mark Massey,,PE,,PHYS EDUC,2015 Fall,FUL,UGRD
PE, 130,A,Scuba,20,20,0,,E,0.25,___W___,10.00- 11.50,FH-201,Michael Adams,,PE,,PHYS EDUC,2015 Fall,FUL,UGRD
PE, 131,A,Intro to Backpacking,15,10,1,,E,0.25,_M_____,17.00- 19.00,WY-209,Andrew Davis,,PE,,PHYS EDUC,2015 Fall,S1,UGRD
PE, 131,A,Intro to Backpacking,15,10,1,,E,0.25,___W___,18.00- 19.00,WY-209,Andrew Davis,,PE,,PHYS EDUC,2015 Fall,S1,UGRD
PE, 134,A,Beginning Rock Climbing,12,12,1,,E,0.25,_M_____,15.00- 17.00,PE-ED,Andrew Davis,Fee inlcudes semester membership at Edgeworks.,PE,,PHYS EDUC,2015 Fall,FUL,UGRD
PE, 134,A,Beginning Rock Climbing,12,12,1,,E,0.25,_M_____,15.00- 17.00,PE-ED,Andrew Davis,,PE,,PHYS EDUC,2015 Fall,FUL,UGRD
PE, 134,A,Beginning Rock Climbing,12,12,1,,E,0.25,_M_____,15.00- 17.00,PE-ED,Andrew Davis,,PE,,PHYS EDUC,2015 Fall,FUL,UGRD
PE, 137,A,Beginning Riding,4,0,0,,E,0.25,___W___,12.00- 13.50,PE-GHE,Sue Hubbell,,PE,,PHYS EDUC,2015 Fall,FUL,UGRD
PE, 137,A,Beginning Riding,4,0,0,,E,0.25,___W___,12.00- 13.50,PE-GHE,Sue Hubbell,,PE,,PHYS EDUC,2015 Fall,FUL,UGRD
PE, 138,A,Intermediate Riding,4,2,0,,E,0.25,___W___,14.00- 15.50,PE-GHE,Sue Hubbell,,PE,,PHYS EDUC,2015 Fall,FUL,UGRD
PE, 138,A,Intermediate Riding,4,2,0,,E,0.25,___W___,14.00- 15.50,PE-GHE,Sue Hubbell,"Students must be proficient at the walk, trot (posting and sitting) and canter. Students provide their own transportation to stables.",PE,,PHYS EDUC,2015 Fall,FUL,UGRD
PE, 138,A,Intermediate Riding,4,2,0,,E,0.25,___W___,14.00- 15.50,PE-GHE,Sue Hubbell,,PE,,PHYS EDUC,2015 Fall,FUL,UGRD
PE, 141,A,Bowling,32,27,0,,E,0.25,__T_T__,15.30- 16.20,PE-CB,Reggie Frederick,,PE,,PHYS EDUC,2015 Fall,FUL,UGRD
PE, 146,A,Martial Arts,40,25,0,,E,0.25,__T____,17.00- 18.50,FH-228,Lyle Maines,,PE,,PHYS EDUC,2015 Fall,FUL,UGRD
PE, 146,BRKA,Martial Arts,0,0,0,,N,0.00,__T____,17.00- 18.50,FH-227,,,BRK,,PHYS EDUC,2015 Fall,FUL,UGRD
PE, 150,A,Beginning Yoga,30,27,0,,E,0.25,_M_W___,10.00- 10.50,FH-228,Tiffany Fields,,PE,,PHYS EDUC,2015 Fall,FUL,UGRD
PE, 150,B,Beginning Yoga,30,28,1,,E,0.25,_M_W___,11.00- 11.50,FH-228,Tiffany Fields,,PE,,PHYS EDUC,2015 Fall,FUL,UGRD
PE, 150,BRA1,Beginning Yoga,0,0,0,,N,0.00,_M_W___,10.00- 10.50,FH-227,Tiffany Fields,,BRK,,PHYS EDUC,2015 Fall,FUL,UGRD
PE, 150,BRA1,Beginning Yoga,0,0,0,,N,0.00,_M_W___,12.00- 12.50,FH-227,Tiffany Fields,,BRK,,PHYS EDUC,2015 Fall,FUL,UGRD
PE, 150,BRA1,Beginning Yoga,0,0,0,,N,0.00,_M_W___,11.00- 11.50,FH-227,Tiffany Fields,,BRK,,PHYS EDUC,2015 Fall,FUL,UGRD
PE, 150,C,Beginning Yoga,30,29,1,,E,0.25,_M_W___,12.00- 12.50,FH-228,Tiffany Fields,,PE,,PHYS EDUC,2015 Fall,FUL,UGRD
PE, 152,A,Beginning Golf,20,1,0,,E,0.25,__T_T__,11.00- 12.10,PE-TF,Craig Kennedy,,PE,,PHYS EDUC,2015 Fall,S1,UGRD
PE, 158,A,Swim for Fitness,20,11,0,,E,0.25,__T_T__,09.30- 10.20,ATH-WP,Chris Myhre,,PE,,PHYS EDUC,2015 Fall,FUL,UGRD
PE, 161,A,Beginning Tennis,20,4,0,,E,0.25,_MTWT__,11.00- 11.50,FH-127,Steven Bowen,,PE,,PHYS EDUC,2015 Fall,S1,UGRD
PE, 180,A,Beginning Ballet,25,6,0,,E,0.25,__T_T__,12.30- 13.50,FH-228,Jomarie Carlson,,PE,,PHYS EDUC,2015 Fall,FUL,UGRD
PE, 180,BRKA,Beginning Ballet,0,0,0,,N,0.00,__T_T__,12.30- 13.50,FH-227,Jomarie Carlson,,BRK,,PHYS EDUC,2015 Fall,FUL,UGRD
PE, 183,A,Beginning Jazz Dance,25,3,0,,E,0.25,__T_T__,14.00- 14.50,FH-228,Jomarie Carlson,,PE,,PHYS EDUC,2015 Fall,FUL,UGRD
PE, 183,BRKA,Beginning Jazz Dance,0,0,0,,N,0.00,__T_T__,14.00- 14.50,FH-227,Jomarie Carlson,,BRK,,PHYS EDUC,2015 Fall,FUL,UGRD
PE, 185,A,Aerobic Conditioning,35,33,0,,E,0.25,_MTWT__,06.15- 07.35,WG-105,Aaron Benson,,PE,,PHYS EDUC,2015 Fall,S2,UGRD
PE, 187,A,Ballroom Dancing,40,8,0,,E,0.25,__T_T__,11.30- 12.20,FH-228,Jomarie Carlson,,PE,,PHYS EDUC,2015 Fall,FUL,UGRD
PE, 187,BRKA,Ballroom Dancing,0,0,0,,N,0.00,__T_T__,11.30- 12.20,FH-227,Jomarie Carlson,,BRK,,PHYS EDUC,2015 Fall,FUL,UGRD
PE, 188,A,Step Aerobics/Dance/Strength,40,9,0,,E,0.25,___W_F_,14.00- 15.30,FH-228,Barbara Moss,,PE,,PHYS EDUC,2015 Fall,S1,UGRD
PE, 188,B,Step Aerobics/Dance/Strength,40,8,0,,E,0.25,___W_F_,14.00- 15.20,FH-228,Barbara Moss,,PE,,PHYS EDUC,2015 Fall,S2,UGRD
PE, 188,BRKA,Step Aerobics/Dance/Strength,0,0,0,,N,0.00,___W_F_,14.00- 15.30,FH-227,Barbara Moss,,BRK,,PHYS EDUC,2015 Fall,FUL,UGRD
PG, 101,A,Introduction to US Politics,28,25,0,SL,E,1.00,__T_T__,09.30- 10.50,WY-307,David Sousa,,LEC,,POL & GOV,2015 Fall,FUL,UGRD
PG, 101,B,Introduction to US Politics,28,26,0,SL,E,1.00,__T_T__,12.30- 13.50,WY-307,David Sousa,,LEC,,POL & GOV,2015 Fall,FUL,UGRD
PG, 102,A,Intro to Comparative Politics,28,25,0,SL,E,1.00,__T_T__,12.30- 13.50,WY-101,Karl Fields,,LEC,,POL & GOV,2015 Fall,FUL,UGRD
PG, 102,B,Intro to Comparative Politics,28,18,0,SL,E,1.00,__T_T__,14.00- 15.20,WY-101,Patrick O'Neil,,LEC,,POL & GOV,2015 Fall,FUL,UGRD
PG, 102,C,Intro to Comparative Politics,28,16,0,SL,E,1.00,__T_T__,15.30- 16.50,WY-101,Karl Fields,,LEC,,POL & GOV,2015 Fall,FUL,UGRD
PG, 103,A,Intro International Relations,28,25,0,SL,E,1.00,_M_W_F_,10.00- 10.50,WY-101,Kelly Erickson,,LEC,,POL & GOV,2015 Fall,FUL,UGRD
PG, 103,B,Intro International Relations,28,20,0,SL,E,1.00,__T_T__,09.30- 10.50,WEY-401,Chris Kendall,,LEC,,POL & GOV,2015 Fall,FUL,UGRD
PG, 103,C,Intro International Relations,28,16,0,SL,E,1.00,_M_W_F_,11.00- 11.50,WY-101,Kelly Erickson,,LEC,,POL & GOV,2015 Fall,FUL,UGRD
PG, 103,D,Intro International Relations,28,19,0,SL,E,1.00,__T_T__,12.30- 13.50,WY-109,Chris Kendall,,LEC,,POL & GOV,2015 Fall,FUL,UGRD
PG, 104,A,Intro to Political Theory,28,24,0,SL,E,1.00,__T_T__,11.00- 12.20,WY-101,Alisa Kessel,,LEC,,POL & GOV,2015 Fall,FUL,UGRD
PG, 104,B,Intro to Political Theory,28,15,0,SL,E,1.00,_M_W___,16.00- 17.20,WY-206,Seth Weinberger,,LEC,,POL & GOV,2015 Fall,FUL,UGRD
PG, 250,A,Methods Analysis & Arguments,20,18,0,,E,1.00,_M_W_F_,13.00- 13.50,WY-307,William Haltom,,LEC,,POL & GOV,2015 Fall,FUL,UGRD
PG, 310,A,Presidency and Congress,19,12,0,,E,1.00,_M_W___,14.00- 15.20,WY-304,David Sousa,,LEC,,POL & GOV,2015 Fall,FUL,UGRD
PG, 313,A,US Constitutional Law,19,19,0,,E,1.00,_M_W_F_,09.00- 09.50,WY-201,William Haltom,,LEC,,POL & GOV,2015 Fall,FUL,UGRD
PG, 332,A,International Organizations,19,6,0,,E,1.00,_M_W___,14.00- 15.20,WY-209,Chris Kendall,,LEC,,POL & GOV,2015 Fall,FUL,UGRD
PG, 335,A,Global Security,19,12,0,,E,1.00,__T_T__,15.30- 16.50,WY-204,Seth Weinberger,,LEC,,POL & GOV,2015 Fall,FUL,UGRD
PG, 336,A,Terrorism,19,18,0,,E,1.00,__T_T__,12.30- 13.50,WY-304,Seth Weinberger,,LEC,,POL & GOV,2015 Fall,FUL,UGRD
PG, 342,A,Contemporary Democratic Theory,19,6,0,,E,1.00,__T_T__,09.30- 10.50,WY-305,Alisa Kessel,,LEC,,POL & GOV,2015 Fall,FUL,UGRD
PG, 348,A,Philosophy of Law,19,4,0,,E,1.00,__T_T__,11.00- 12.20,WY-304,Ariela Tubert,,LEC,C,POL & GOV,2015 Fall,FUL,UGRD
PG, 360,A,Politics of the Middle East,19,16,0,,E,1.00,___W_F_,14.00- 15.20,WY-101,Patrick O'Neil,,LEC,,POL & GOV,2015 Fall,FUL,UGRD
PG, 378,A,Chinese Political Economy,19,12,0,,E,1.00,_M_W_F_,11.00- 11.50,WY-301,Karl Fields,,LEC,,POL & GOV,2015 Fall,FUL,UGRD
PG, 380,A,Latin American Politics,19,12,0,,E,1.00,__T_T__,14.00- 15.20,WY-307,Donald Share,,LEC,,POL & GOV,2015 Fall,FUL,UGRD
PG, 382,A,Global Environmental Politics,19,6,0,,E,1.00,_M_W_F_,12.00- 12.50,CO-271,Rachel DeMotts,,LEC,C,POL & GOV,2015 Fall,FUL,UGRD
PG, 399,A,Latin America Travel Seminar,18,18,0,,E,1.00,__T____,15.30- 18.30,WY-203,Donald Share,"Fee $1,275.",LEC,C,POL & GOV,2015 Fall,FUL,UGRD
PG, 399,A,Latin America Travel Seminar,18,18,0,,E,1.00,__T____,15.30- 18.30,WY-203,John Lear,"Fee $1,275.",LEC,C,POL & GOV,2015 Fall,FUL,UGRD
PG, 410,A,Research Seminar: US Politics,15,11,0,,E,1.00,___W___,18.00- 20.20,WY-107,William Haltom,,LEC,,POL & GOV,2015 Fall,FUL,UGRD
PG, 420,A,Research Sem: Comp Politics,15,12,0,,E,1.00,__T_T__,09.30- 10.50,WY-304,Patrick O'Neil,,LEC,,POL & GOV,2015 Fall,FUL,UGRD
PHIL, 101,A,Introduction to Philosophy,28,27,0,HM,E,1.00,_M_W_F_,12.00- 12.50,WY-301,William Beardsley,10 seats reserved for Fall 2015 freshmen.,LEC,,PHILOSOPHY,2015 Fall,FUL,UGRD
PHIL, 101,B,Introduction to Philosophy,28,23,0,HM,E,1.00,_M_W_F_,15.00- 15.50,WY-109,Douglas Cannon,10 seats reserved for Fall 2015 freshmen.,LEC,,PHILOSOPHY,2015 Fall,FUL,UGRD
PHIL, 215,A,Ancient Philosophy,28,25,0,HM,E,1.00,__T_T__,14.00- 15.20,TH-391,Sara Protasi,,LEC,,PHILOSOPHY,2015 Fall,FUL,UGRD
PHIL, 224,A,Logic and Language,28,28,0,MA,E,1.00,_M_W_F_,13.00- 13.50,WY-109,Douglas Cannon,,LEC,,PHILOSOPHY,2015 Fall,FUL,UGRD
PHIL, 224,AA,Logic and Language,16,14,0,MA,N,0.00,____T__,13.00- 13.50,WY-311,Douglas Cannon,,DIS,,PHILOSOPHY,2015 Fall,FUL,UGRD
PHIL, 224,AB,Logic and Language,16,14,0,MA,N,0.00,____T__,17.00- 17.50,WY-304,Douglas Cannon,,DIS,,PHILOSOPHY,2015 Fall,FUL,UGRD
PHIL, 228,A,Philosophy of Mind,23,19,0,,E,1.00,__T_T__,09.30- 10.50,WY-204,Justin Tiehen,,LEC,,PHILOSOPHY,2015 Fall,FUL,UGRD
PHIL, 229,A,Freedom and the Self,23,4,0,,E,1.00,_M_W_F_,10.00- 10.50,WY-313,William Beardsley,,LEC,,PHILOSOPHY,2015 Fall,FUL,UGRD
PHIL, 281,A,Moral Philosophy,23,23,0,,E,1.00,_M_W___,14.00- 15.20,WY-206,Ariela Tubert,,LEC,,PHILOSOPHY,2015 Fall,FUL,UGRD
PHIL, 317,A,19th Century Philosophy,19,7,0,,E,1.00,__T_T__,12.30- 13.50,WY-305,William Beardsley,,LEC,,PHILOSOPHY,2015 Fall,FUL,UGRD
PHIL, 331,A,Metaphysics,19,10,0,,E,1.00,__T_T__,15.30- 16.50,WY-308,Justin Tiehen,,LEC,,PHILOSOPHY,2015 Fall,FUL,UGRD
PHIL, 338,A,Space and Time,19,6,0,,E,1.00,__T_T__,14.00- 15.20,WY-301,Douglas Cannon,,LEC,,PHILOSOPHY,2015 Fall,FUL,UGRD
PHIL, 378,A,Philosophy of Law,19,7,0,,E,1.00,__T_T__,11.00- 12.20,WY-304,Ariela Tubert,,LEC,C,PHILOSOPHY,2015 Fall,FUL,UGRD
PHIL, 399,A,Ethics Bowl,15,5,0,,E,0.25,_____F_,15.30- 16.50,WY-206,Ariela Tubert,,LEC,,PHILOSOPHY,2015 Fall,FUL,UGRD
PHYS, 109,A,Astronomy,40,39,1,NS,E,1.00,_M_W_F_,11.00- 11.50,TH-391,Tsunefumi Tanaka,,LEC,,PHYSICS,2015 Fall,FUL,UGRD
PHYS, 109,AA,Astronomy,20,19,1,NS,N,0.00,___W___,13.00- 15.30,TH-153,Tsunefumi Tanaka,,LAB,,PHYSICS,2015 Fall,FUL,UGRD
PHYS, 109,AB,Astronomy,20,20,0,NS,N,0.00,____T__,13.00- 15.30,TH-153,Tsunefumi Tanaka,,LAB,,PHYSICS,2015 Fall,FUL,UGRD
PHYS, 111,A,General College Physics,44,50,0,NS,E,1.00,_M_W_F_,09.00- 09.50,TH-175,Tsunefumi Tanaka,,LEC,,PHYSICS,2015 Fall,FUL,UGRD
PHYS, 111,A,General College Physics,44,50,0,NS,E,1.00,____T__,09.30- 10.20,TH-175,Tsunefumi Tanaka,,LEC,,PHYSICS,2015 Fall,FUL,UGRD
PHYS, 111,B,General College Physics,42,40,0,NS,E,1.00,_MT_TF_,11.00- 11.50,TH-175,Rachel Pepper,,LEC,,PHYSICS,2015 Fall,FUL,UGRD
PHYS, 111,CC,General College Physics,22,20,0,NS,N,0.00,_M_____,13.00- 15.30,HA-135,Bernard Bates,,LAB,,PHYSICS,2015 Fall,FUL,UGRD
PHYS, 111,DD,General College Physics,22,21,0,NS,N,0.00,_M_____,15.30- 18.00,HA-135,Rachel Pepper,,LAB,,PHYSICS,2015 Fall,FUL,UGRD
PHYS, 111,EE,General College Physics,22,6,0,NS,N,0.00,__T____,09.30- 11.50,HA-135,Amelia Spivey,,LAB,,PHYSICS,2015 Fall,FUL,UGRD
PHYS, 111,FF,General College Physics,22,22,0,NS,N,0.00,__T____,13.00- 15.30,HA-135,Bernard Bates,,LAB,,PHYSICS,2015 Fall,FUL,UGRD
PHYS, 111,GG,General College Physics,22,21,0,NS,N,0.00,__T____,15.30- 18.00,HA-135,Rand Worland,,LAB,,PHYSICS,2015 Fall,FUL,UGRD
PHYS, 121,A,General University Physics,44,39,0,NS,E,1.00,_MTW_F_,10.00- 10.50,TH-175,Rand Worland,Partial Advising Section (8).,LEC,,PHYSICS,2015 Fall,FUL,UGRD
PHYS, 121,B,General University Physics,44,29,0,NS,E,1.00,_M___F_,12.00- 12.50,TH-175,Andrew Rex,Partial Advising Section (8).,LEC,,PHYSICS,2015 Fall,FUL,UGRD
PHYS, 121,B,General University Physics,44,29,0,NS,E,1.00,__T_T__,12.30- 13.20,TH-175,Andrew Rex,Partial Advising Section (8).,LEC,,PHYSICS,2015 Fall,FUL,UGRD
PHYS, 121,CC,General University Physics,24,0,0,NS,N,0.00,_______,-,,,,LAB,,PHYSICS,2015 Fall,FUL,UGRD
PHYS, 121,DD,General University Physics,24,26,0,NS,N,0.00,___W___,13.00- 15.30,HA-135,Rachel Pepper,Partial Advising Section (16).  8 seats available for non-advisees.,LAB,,PHYSICS,2015 Fall,FUL,UGRD
PHYS, 121,EE,General University Physics,24,15,0,NS,N,0.00,____T__,13.00- 15.30,HA-135,Bernard Bates,,LAB,,PHYSICS,2015 Fall,FUL,UGRD
PHYS, 121,FF,General University Physics,24,27,0,NS,N,0.00,_____F_,14.00- 16.30,HA-135,Amelia Spivey,,LAB,,PHYSICS,2015 Fall,FUL,UGRD
PHYS, 205,A,Physics of Music,16,8,0,NS,E,1.00,_M_W_F_,13.00- 13.50,HA-143,Rand Worland,,LEC,,PHYSICS,2015 Fall,FUL,UGRD
PHYS, 205,AA,Physics of Music,16,8,0,NS,N,0.00,__T____,12.00- 14.30,TH-157,Rand Worland,,LAB,,PHYSICS,2015 Fall,FUL,UGRD
PHYS, 221,A,Modern Physics I,24,19,0,NS,E,1.00,_MT_TF_,10.00- 10.50,TH-153,Gregory Elliott,,LEC,,PHYSICS,2015 Fall,FUL,UGRD
