Dept,Crs,Sc,Title,Limit,Enrld,W/L,CO,Type,Units,Days,Times,Facil ID,Instructor,Notes,Component,Comb Sect,Acad Org,Term,Session,Career
ACAD, 201,A,Major Exploration & Decision,20,2,0,,E,0.25,_M_____,15.00- 16.20,JO-206,Cyrenius Wade,,LEC,,ACAD,2015 Fall,S1,UGRD
ACAD, 201,B,Major Exploration & Decision,20,1,0,,E,0.25,_M_____,15.00- 16.20,JO-206,Cyrenius Wade,,LEC,,ACAD,2015 Fall,S2,UGRD
AFAM, 101,A,Intro African American Studies,28,28,0,HM,E,1.00,__T_T__,11.00- 12.20,HO-203,Renee Simms,,LEC,,AFRICAN-AM,2015 Fall,FUL,UGRD
AFAM, 101,B,Intro African American Studies,24,24,0,HM,E,1.00,__T_T__,14.00- 15.20,JO-208,Grace Livingston,,LEC,,AFRICAN-AM,2015 Fall,FUL,UGRD
AFAM, 210,A,Black Fictions and Feminism,28,25,0,HM,E,1.00,__T_T__,14.00- 15.20,TH-193,Renee Simms,,LEC,,AFRICAN-AM,2015 Fall,FUL,UGRD
AFAM, 346,A,African Americans and the Law,22,7,0,CN,E,1.00,_M_W___,16.00- 17.20,JO-208,James Jasinski,,LEC,,AFRICAN-AM,2015 Fall,FUL,UGRD
AFAM, 370,A,Communication and Diversity,19,4,0,KN,E,1.00,__T____,15.30- 18.20,JO-208,Dexter Gordon,,LEC,C,AFRICAN-AM,2015 Fall,FUL,UGRD
AFAM, 401,A,Narratives of Race,22,18,0,CN,E,1.00,__T_T__,11.00- 12.20,JO-208,Grace Livingston,,LEC,,AFRICAN-AM,2015 Fall,FUL,UGRD
AFAM, 495,A,Independent Study,1,1,0,,E,0.00,_______,-,,Dexter Gordon,,IND,,AFRICAN-AM,2015 Fall,FUL,UGRD
ALC, 225,A,Chinese Film Adaptations,28,13,0,HM,E,1.00,__T_T__,11.00- 12.20,MC-103,Mengjun Li,,LEC,,ASIAN LANG,2015 Fall,FUL,UGRD
ALC, 310,A,Pre-modern Japanese Literature,28,6,0,HM,E,1.00,__T_T__,14.00- 15.20,WY-107,Jan Leuchtenberger,,LEC,,ASIAN LANG,2015 Fall,FUL,UGRD
ARAB, 101,A,Modern Elementary Arabic,22,17,0,FL,E,1.00,_M_W_F_,10.00- 10.50,MC-204,Yasmine Khattab,,LEC,,ASIAN STDY,2015 Fall,FUL,UGRD
ARAB, 101,A,Modern Elementary Arabic,22,17,0,FL,E,1.00,__T____,10.00- 10.50,WY-209,Yasmine Khattab,,LEC,,ASIAN STDY,2015 Fall,FUL,UGRD
ARAB, 201,A,Modern Intermediate Arabic,22,7,0,FL,E,1.00,_M_W_F_,11.00- 11.50,MC-204,Yasmine Khattab,,LEC,,ASIAN STDY,2015 Fall,FUL,UGRD
ARTH, 275,A,Western Art I: Ancient - Ren,28,28,0,AR,E,1.00,__T_T__,11.00- 12.20,WY-109,Kriszta Kotsis,,LEC,,ART,2015 Fall,FUL,UGRD
ARTH, 275,A,Western Art I: Ancient - Ren,28,28,0,FN,E,1.00,__T_T__,11.00- 12.20,WY-109,Kriszta Kotsis,,LEC,,ART,2015 Fall,FUL,UGRD
ARTH, 276,A,Western Art II: Renaiss-Modern,28,29,3,AR,E,1.00,_M_W_F_,12.00- 12.50,WY-109,Linda Williams,Partial Advising Section (10).,LEC,,ART,2015 Fall,FUL,UGRD
ARTH, 276,A,Western Art II: Renaiss-Modern,28,29,3,FN,E,1.00,_M_W_F_,12.00- 12.50,WY-109,Linda Williams,Partial Advising Section (10).,LEC,,ART,2015 Fall,FUL,UGRD
ARTH, 278,A,Survey of Asian Art,28,30,2,AR,E,1.00,_M_W_F_,09.00- 09.50,WY-109,Zaixin Hong,,LEC,,ART,2015 Fall,FUL,UGRD
ARTH, 278,A,Survey of Asian Art,28,30,2,FN,E,1.00,_M_W_F_,09.00- 09.50,WY-109,Zaixin Hong,,LEC,,ART,2015 Fall,FUL,UGRD
ARTH, 362,A,Late Antiquity & Byzantium,17,12,0,,E,1.00,__T_T__,14.00- 15.20,KT-122,Kriszta Kotsis,,LEC,,ART,2015 Fall,FUL,UGRD
ARTH, 368,A,Japanese Art,28,24,0,,E,1.00,_M_W_F_,11.00- 11.50,WY-109,Zaixin Hong,,LEC,,ART,2015 Fall,FUL,UGRD
ARTH, 494,A,Seminar in Art History,15,8,0,,E,1.00,___W___,15.30- 18.20,KT-122,Linda Williams,,LEC,,ART,2015 Fall,FUL,UGRD
ARTS, 101,A,Visual Concepts I,15,15,0,,E,1.00,_M_W___,09.00- 11.50,KT-202,Elise Richman,Partial Advising Section (11).,LEC,,ART,2015 Fall,FUL,UGRD
ARTS, 101,B,Visual Concepts I,15,14,0,,E,1.00,__T_T__,09.00- 11.50,KT-202,Becky Frehse,,LEC,,ART,2015 Fall,FUL,UGRD
ARTS, 102,A,Principles of 3D Design,30,30,1,AR,E,1.00,__T_T__,08.00- 10.50,CEB-001,Michael Johnson,Materials $150.,LEC,,ART,2015 Fall,FUL,UGRD
ARTS, 102,A,Principles of 3D Design,30,30,1,FN,E,1.00,__T_T__,08.00- 10.50,SH-108,Chad Gunderson,Materials $150.,LEC,,ART,2015 Fall,FUL,UGRD
ARTS, 102,A,Principles of 3D Design,30,30,1,AR,E,1.00,__T_T__,08.00- 10.50,SH-108,Chad Gunderson,Materials $150.,LEC,,ART,2015 Fall,FUL,UGRD
ARTS, 102,A,Principles of 3D Design,30,30,1,FN,E,1.00,__T_T__,08.00- 10.50,CEB-001,Chad Gunderson,Materials $150.,LEC,,ART,2015 Fall,FUL,UGRD
ARTS, 102,A,Principles of 3D Design,30,30,1,AR,E,1.00,__T_T__,08.00- 10.50,CEB-001,Chad Gunderson,Materials $150.,LEC,,ART,2015 Fall,FUL,UGRD
ARTS, 102,A,Principles of 3D Design,30,30,1,FN,E,1.00,__T_T__,08.00- 10.50,SH-108,Michael Johnson,Materials $150.,LEC,,ART,2015 Fall,FUL,UGRD
ARTS, 102,A,Principles of 3D Design,30,30,1,AR,E,1.00,__T_T__,08.00- 10.50,SH-108,Michael Johnson,Materials $150.,LEC,,ART,2015 Fall,FUL,UGRD
ARTS, 102,A,Principles of 3D Design,30,30,1,FN,E,1.00,__T_T__,08.00- 10.50,CEB-001,Michael Johnson,Materials $150.,LEC,,ART,2015 Fall,FUL,UGRD
ARTS, 147,A,History of Ceramics,15,14,0,AR,E,1.00,_M_W___,14.00- 16.50,CEB-001,Chad Gunderson,,LEC,,ART,2015 Fall,FUL,UGRD
ARTS, 201,A,Intermediate Drawing & Design,14,15,0,,E,1.00,__T_T__,13.00- 15.50,KT-202,Elise Richman,,LEC,,ART,2015 Fall,FUL,UGRD
ARTS, 247,A,Ceramics: Beginning Wheel,15,17,1,,E,1.00,_M_W___,10.00- 12.50,CEB-001,Chad Gunderson,,LEC,,ART,2015 Fall,FUL,UGRD
ARTS, 265,A,Sculpture/Metal,12,12,0,,E,1.00,__T_T__,12.30- 15.20,SH-108,Michael Johnson,Materials $150.,LEC,,ART,2015 Fall,FUL,UGRD
ARTS, 281,A,Beg Printmakng Relief/Intaglio,14,10,0,,E,1.00,_M_W___,09.00- 11.50,KT-209,Janet Marcavage,Materials $150-$200.,LEC,,ART,2015 Fall,FUL,UGRD
ARTS, 347,A,Intermediate Ceramics,10,0,0,,E,1.00,_______,-,,,,LEC,,ART,2015 Fall,FUL,UGRD
ARTS, 350,A,Intermediate Painting,10,6,0,,E,1.00,_M_W___,13.00- 15.50,KT-201,Elise Richman,,LEC,,ART,2015 Fall,FUL,UGRD
ARTS, 355,A,Intermediate Sculpture,10,5,0,,E,1.00,__T_T__,15.30- 18.20,SH-108,Michael Johnson,,LEC,,ART,2015 Fall,FUL,UGRD
ARTS, 382,A,Intermediate Printmaking,10,5,0,,E,1.00,_M_W___,13.00- 15.50,KT-209,Janet Marcavage,,LEC,,ART,2015 Fall,FUL,UGRD
ARTS, 447,A,Advanced Ceramics,5,0,0,,E,1.00,_______,-,,,,LEC,,ART,2015 Fall,FUL,UGRD
ARTS, 450,A,Advanced Painting,5,5,0,,E,1.00,_M_W___,13.00- 15.50,KT-201,Elise Richman,,LEC,,ART,2015 Fall,FUL,UGRD
ARTS, 455,A,Advanced Sculpture,5,3,0,,E,1.00,__T_T__,15.30- 18.20,SH-108,Michael Johnson,,LEC,,ART,2015 Fall,FUL,UGRD
ARTS, 482,A,Advanced Printmaking,5,1,0,,E,1.00,_M_W___,13.00- 15.50,KT-209,Janet Marcavage,,LEC,,ART,2015 Fall,FUL,UGRD
ARTS, 496,A,Independent Study,1,1,0,,E,0.25,_______,-,,Elise Richman,,IND,,ART,2015 Fall,FUL,UGRD
ARTS, 496,B,Independent Study,1,1,0,,E,0.25,_______,-,,Chad Gunderson,,IND,,ART,2015 Fall,FUL,UGRD
BIOL, 101,A,Introduction to Biology,48,48,1,NS,E,1.00,_M_W_F_,09.00- 09.50,TH-193,David Sultemeier,,LEC,,BIOLOGY,2015 Fall,FUL,UGRD
BIOL, 101,AA,Introduction to Biology,16,16,1,NS,N,0.00,_M_____,13.00- 15.50,TH-271,David Sultemeier,,LAB,,BIOLOGY,2015 Fall,FUL,UGRD
BIOL, 101,AB,Introduction to Biology,16,15,0,NS,N,0.00,__T____,09.00- 11.50,TH-271,David Sultemeier,,LAB,,BIOLOGY,2015 Fall,FUL,UGRD
BIOL, 101,AC,Introduction to Biology,16,17,0,NS,N,0.00,__T____,13.00- 15.50,TH-271,David Sultemeier,,LAB,,BIOLOGY,2015 Fall,FUL,UGRD
BIOL, 111,A,Unity of Life,48,38,0,NS,E,1.00,_M_W_F_,09.00- 09.50,TH-395,Gregory Johnson,,LEC,,BIOLOGY,2015 Fall,FUL,UGRD
BIOL, 111,AA,Unity of Life,16,10,0,NS,N,0.00,__T____,13.00- 15.50,HA-251,Gregory Johnson,,LAB,,BIOLOGY,2015 Fall,FUL,UGRD
BIOL, 111,AB,Unity of Life,16,15,0,NS,N,0.00,__T____,09.00- 11.50,HA-251,Gregory Johnson,,LAB,,BIOLOGY,2015 Fall,FUL,UGRD
BIOL, 111,AC,Unity of Life,16,13,0,NS,N,0.00,_M_____,18.00- 20.50,HA-251,Vanessa Koelling,,LAB,,BIOLOGY,2015 Fall,FUL,UGRD
BIOL, 111,AC,Unity of Life,16,13,0,NS,N,0.00,_M_____,18.00- 20.50,HA-251,Gregory Johnson,,LAB,,BIOLOGY,2015 Fall,FUL,UGRD
BIOL, 111,B,Unity of Life,48,41,0,NS,E,1.00,_M_W_F_,10.00- 10.50,TH-395,Leslie Saucedo,,LEC,,BIOLOGY,2015 Fall,FUL,UGRD
BIOL, 111,BA,Unity of Life,16,14,0,NS,N,0.00,_M_____,13.00- 15.50,HA-251,Leslie Saucedo,,LAB,,BIOLOGY,2015 Fall,FUL,UGRD
BIOL, 111,BB,Unity of Life,16,13,0,NS,N,0.00,__T____,18.00- 20.50,HA-251,Leslie Saucedo,,LAB,,BIOLOGY,2015 Fall,FUL,UGRD
BIOL, 111,BC,Unity of Life,16,14,0,NS,N,0.00,___W___,13.00- 15.50,HA-251,Leslie Saucedo,Advising Section,LAB,,BIOLOGY,2015 Fall,FUL,UGRD
BIOL, 111,C,Unity of Life,48,45,0,NS,E,1.00,_M_W_F_,11.00- 11.50,TH-193,Wayne Rickoll,,LEC,,BIOLOGY,2015 Fall,FUL,UGRD
BIOL, 111,CA,Unity of Life,16,16,0,NS,N,0.00,____T__,09.00- 11.50,HA-251,Wayne Rickoll,Advising Section,LAB,,BIOLOGY,2015 Fall,FUL,UGRD
BIOL, 111,CB,Unity of Life,16,15,0,NS,N,0.00,____T__,13.00- 15.50,HA-251,Wayne Rickoll,,LAB,,BIOLOGY,2015 Fall,FUL,UGRD
BIOL, 111,CC,Unity of Life,16,14,0,NS,N,0.00,_____F_,13.00- 15.50,HA-251,Wayne Rickoll,,LAB,,BIOLOGY,2015 Fall,FUL,UGRD
BIOL, 112,A,Diversity of Life,32,29,0,NS,E,1.00,_M_W_F_,10.00- 10.50,TH-193,Carrie Woods,,LEC,,BIOLOGY,2015 Fall,FUL,UGRD
BIOL, 112,AA,Diversity of Life,16,14,0,NS,N,0.00,_M_____,13.00- 15.50,HA-245,Carrie Woods,,LAB,,BIOLOGY,2015 Fall,FUL,UGRD
BIOL, 112,AB,Diversity of Life,16,15,0,NS,N,0.00,__T____,13.00- 15.50,HA-245,Carrie Woods,,LAB,,BIOLOGY,2015 Fall,FUL,UGRD
BIOL, 112,AC,Diversity of Life,0,0,0,NS,N,0.00,_______,-,,,,LAB,,BIOLOGY,2015 Fall,FUL,UGRD
BIOL, 112,B,Diversity of Life,32,29,0,NS,E,1.00,_M_W_F_,10.00- 10.50,TH-383,Bruce DeMarais,,LEC,,BIOLOGY,2015 Fall,FUL,UGRD
BIOL, 112,BA,Diversity of Life,16,16,0,NS,N,0.00,___W___,13.00- 15.50,HA-245,Peter Wimberger,,LAB,,BIOLOGY,2015 Fall,FUL,UGRD
BIOL, 112,BB,Diversity of Life,16,13,0,NS,N,0.00,____T__,13.00- 15.50,HA-245,Bruce DeMarais,,LAB,,BIOLOGY,2015 Fall,FUL,UGRD
BIOL, 201,A,Biology Colloquium,24,8,0,,E,0.25,_M_____,12.00- 12.50,TH-193,Bryan Thines,,LEC,,BIOLOGY,2015 Fall,FUL,UGRD
BIOL, 211,A,General Ecology,32,24,0,,E,1.00,__T_T__,11.00- 12.20,TH-193,Stacey Weiss,,LEC,,BIOLOGY,2015 Fall,FUL,UGRD
BIOL, 211,AA,General Ecology,16,10,0,,N,0.00,___W___,13.00- 16.50,TH-221,Stacey Weiss,,LAB,,BIOLOGY,2015 Fall,FUL,UGRD
BIOL, 211,AB,General Ecology,16,14,0,,N,0.00,____T__,13.00- 16.50,TH-221,Carrie Woods,,LAB,,BIOLOGY,2015 Fall,FUL,UGRD
BIOL, 212,A,Cell Biology,42,44,1,,E,1.00,__T_T__,11.00- 12.20,TH-395,Joyce Tamashiro,,LEC,,BIOLOGY,2015 Fall,FUL,UGRD
BIOL, 212,AA,Cell Biology,14,14,0,,N,0.00,_M_____,13.00- 16.50,TH-313,Joyce Tamashiro,,LAB,,BIOLOGY,2015 Fall,FUL,UGRD
BIOL, 212,AA,Cell Biology,14,14,0,,N,0.00,_M_____,13.00- 16.50,TH-313,Gregory Johnson,,LAB,,BIOLOGY,2015 Fall,FUL,UGRD
BIOL, 212,AB,Cell Biology,14,14,1,,N,0.00,___W___,13.00- 16.50,TH-313,Joyce Tamashiro,,LAB,,BIOLOGY,2015 Fall,FUL,UGRD
BIOL, 212,AC,Cell Biology,14,16,0,,N,0.00,_____F_,12.00- 15.50,TH-313,Joyce Tamashiro,,LAB,,BIOLOGY,2015 Fall,FUL,UGRD
BIOL, 290,A,Directed Research,1,1,0,,E,0.25,_______,-,,Andreas Madlung,,RSC,,BIOLOGY,2015 Fall,FUL,UGRD
BIOL, 311,A,Genetics,32,32,0,,E,1.00,_M_W_F_,10.00- 10.50,TH-310,Bryan Thines,,LEC,,BIOLOGY,2015 Fall,FUL,UGRD
BIOL, 311,AA,Genetics,16,16,0,,N,0.00,___W___,13.00- 16.50,TH-323,Bryan Thines,,LAB,,BIOLOGY,2015 Fall,FUL,UGRD
BIOL, 311,AB,Genetics,16,16,0,,N,0.00,____T__,12.00- 15.50,TH-323,Bryan Thines,,LAB,,BIOLOGY,2015 Fall,FUL,UGRD
BIOL, 311,B,Genetics,32,23,0,,E,1.00,_M_W_F_,11.00- 11.50,TH-395,Vanessa Koelling,,LEC,,BIOLOGY,2015 Fall,FUL,UGRD
BIOL, 311,BA,Genetics,16,10,0,,N,0.00,_M_____,13.00- 16.50,TH-323,Vanessa Koelling,,LAB,,BIOLOGY,2015 Fall,FUL,UGRD
BIOL, 311,BB,Genetics,16,13,0,,N,0.00,__T____,13.00- 16.50,TH-323,Vanessa Koelling,,LAB,,BIOLOGY,2015 Fall,FUL,UGRD
BIOL, 334,A,Comparative Animal Physiology,16,13,0,,E,1.00,_M_W_F_,09.00- 09.50,TH-171,Alexa Tullis,,LEC,,BIOLOGY,2015 Fall,FUL,UGRD
BIOL, 334,AA,Comparative Animal Physiology,8,5,0,,N,0.00,_M_____,12.00- 15.50,HA-235,Alexa Tullis,,LAB,,BIOLOGY,2015 Fall,FUL,UGRD
BIOL, 334,AB,Comparative Animal Physiology,8,8,0,,N,0.00,_M_____,17.00- 20.50,HA-235,Alexa Tullis,,LAB,,BIOLOGY,2015 Fall,FUL,UGRD
BIOL, 334,B,Comparative Animal Physiology,16,18,0,,E,1.00,_M_W_F_,11.00- 11.50,TH-297,Susannah Hannaford,,LEC,,BIOLOGY,2015 Fall,FUL,UGRD
BIOL, 334,BA,Comparative Animal Physiology,8,8,0,,N,0.00,__T____,13.00- 16.50,HA-235,Susannah Hannaford,,LAB,,BIOLOGY,2015 Fall,FUL,UGRD
BIOL, 334,BB,Comparative Animal Physiology,8,10,0,,N,0.00,___W___,13.00- 16.50,HA-235,Susannah Hannaford,,LAB,,BIOLOGY,2015 Fall,FUL,UGRD
BIOL, 350,A,Microbiology,16,16,0,,E,1.00,__T_T__,09.30- 10.50,TH-395,Mark Martin,,LEC,,BIOLOGY,2015 Fall,FUL,UGRD
BIOL, 350,AA,Microbiology,8,8,0,,N,0.00,___W___,13.00- 16.50,TH-317,Mark Martin,,LAB,,BIOLOGY,2015 Fall,FUL,UGRD
BIOL, 350,AB,Microbiology,8,8,0,,N,0.00,____T__,12.00- 15.50,TH-317,Mark Martin,,LAB,,BIOLOGY,2015 Fall,FUL,UGRD
BIOL, 370,A,Conservation Biology,16,16,0,,E,1.00,__T_T__,09.30- 10.50,TH-297,Peter Hodum,,LEC,,BIOLOGY,2015 Fall,FUL,UGRD
BIOL, 370,AA,Conservation Biology,16,16,0,,N,0.00,__T____,13.00- 16.50,TH-267,Peter Hodum,,LAB,,BIOLOGY,2015 Fall,FUL,UGRD
BIOL, 375,A,Developmental Biology,16,16,0,,E,1.00,_M_W_F_,09.00- 09.50,TH-297,Alyce DeMarais,,LEC,,BIOLOGY,2015 Fall,FUL,UGRD
BIOL, 375,AA,Developmental Biology,8,8,0,,N,0.00,___W___,13.00- 16.50,TH-267,Alyce DeMarais,,LAB,,BIOLOGY,2015 Fall,FUL,UGRD
BIOL, 375,AB,Developmental Biology,8,8,0,,N,0.00,____T__,12.00- 15.50,TH-267,Alyce DeMarais,,LAB,,BIOLOGY,2015 Fall,FUL,UGRD
BIOL, 390,A,Junior Directed Research,1,1,0,,E,0.25,_______,-,,Andreas Madlung,,RSC,,BIOLOGY,2015 Fall,FUL,UGRD
BIOL, 390,B,Junior Directed Research,1,1,0,,E,0.25,_______,-,,Stacey Weiss,,RSC,,BIOLOGY,2015 Fall,FUL,UGRD
BIOL, 390,C,Junior Directed Research,1,1,0,,E,0.25,_______,-,,Leslie Saucedo,,RSC,,BIOLOGY,2015 Fall,FUL,UGRD
BIOL, 398,A,Science/Math Seminar Series,20,8,0,,E,0.25,____T__,16.00- 16.50,TH-175,Bryan Thines,,LEC,,BIOLOGY,2015 Fall,FUL,UGRD
BIOL, 404,A,Molecular Biology,16,15,0,,E,1.00,_M_W_F_,10.00- 10.50,TH-297,Andreas Madlung,,LEC,,BIOLOGY,2015 Fall,FUL,UGRD
BIOL, 404,AA,Molecular Biology,8,7,0,,N,0.00,_M_____,12.00- 15.50,TH-317,Andreas Madlung,,LAB,,BIOLOGY,2015 Fall,FUL,UGRD
BIOL, 404,AB,Molecular Biology,8,8,0,,N,0.00,_M_____,17.00- 20.50,TH-317,Andreas Madlung,,LAB,,BIOLOGY,2015 Fall,FUL,UGRD
BIOL, 404,BRK,Molecular Biology,30,0,0,,N,0.00,_______,-,TH-315,Andreas Madlung,,BRK,,BIOLOGY,2015 Fall,FUL,UGRD
BIOL, 404,BRK,Molecular Biology,30,0,0,,N,0.00,_______,-,HA-249,Andreas Madlung,,BRK,,BIOLOGY,2015 Fall,FUL,UGRD
BIOL, 404,BRK,Molecular Biology,30,0,0,,N,0.00,_______,-,TH-325,Andreas Madlung,,BRK,,BIOLOGY,2015 Fall,FUL,UGRD
BIOL, 404,BRK,Molecular Biology,30,0,0,,N,0.00,_______,-,TH-319,Andreas Madlung,,BRK,,BIOLOGY,2015 Fall,FUL,UGRD
BIOL, 434,A,Neurobiology,16,16,0,,E,1.00,__T_T__,11.00- 12.20,TH-188,Susannah Hannaford,,LEC,,BIOLOGY,2015 Fall,FUL,UGRD
BIOL, 477,A,Marine Biology,20,20,0,,E,1.00,__T_T__,11.00- 12.20,TH-297,Joel Elliott,,LEC,,BIOLOGY,2015 Fall,FUL,UGRD
BIOL, 477,AA,Marine Biology,10,11,0,,N,0.00,____T__,12.30- 16.30,TH-215,Joel Elliott,,LAB,,BIOLOGY,2015 Fall,FUL,UGRD
BIOL, 477,AB,Marine Biology,10,9,0,,N,0.00,_____F_,12.00- 16.50,TH-215,Joel Elliott,,LAB,,BIOLOGY,2015 Fall,FUL,UGRD
BIOL, 490,A,Directed Research,1,1,0,,E,0.25,_______,-,,Peter Wimberger,,RSC,,BIOLOGY,2015 Fall,FUL,UGRD
BIOL, 490,B,Directed Research,1,2,0,,E,0.25,_______,-,,Vanessa Koelling,,RSC,,BIOLOGY,2015 Fall,FUL,UGRD
BIOL, 490,C,Directed Research,1,1,0,,E,0.25,_______,-,,Leslie Saucedo,,RSC,,BIOLOGY,2015 Fall,FUL,UGRD
BIOL, 490,D,Directed Research,1,1,0,,E,0.25,_______,-,,Mark Martin,,RSC,,BIOLOGY,2015 Fall,FUL,UGRD
BIOL, 490,E,Directed Research,1,1,0,,E,0.25,_______,-,,Susannah Hannaford,,RSC,,BIOLOGY,2015 Fall,FUL,UGRD
BIOL, 490,F,Directed Research,1,1,0,,E,0.25,_______,-,,Siddharth Ramakrishnan,,RSC,,BIOLOGY,2015 Fall,FUL,UGRD
BIOL, 490,G,Directed Research,1,1,0,,E,0.25,_______,-,,Rachel Pepper,,RSC,,BIOLOGY,2015 Fall,S2,UGRD
BIOL, 491,A,Senior Thesis,1,1,0,,E,0.25,_______,-,,Joel Elliott,,THE,,BIOLOGY,2015 Fall,FUL,UGRD
BIOL, 491,B,Senior Thesis,1,1,0,,E,0.25,_______,-,,Peter Hodum,,THE,,BIOLOGY,2015 Fall,FUL,UGRD
BUS, 101,A,Business Leadership Seminar,30,23,0,,E,0.00,_______,-,,Nila Wiese,,SEM,,BUSINESS,2015 Fall,FUL,UGRD
BUS, 101,A,Business Leadership Seminar,30,23,0,,E,0.00,_______,-,,Nila Wiese,,SEM,,BUSINESS,2015 Fall,FUL,UGRD
BUS, 101,BRKA,Business Leadership Seminar,0,0,0,,N,0.00,__TWT__,16.00- 20.00,MC-107,,BUS 101/201/301/401 Breakout Room,BRK,,BUSINESS,2015 Fall,FUL,UGRD
BUS, 201,A,Business Leadership Seminar,30,26,0,,E,0.00,_______,-,,Nila Wiese,,SEM,,BUSINESS,2015 Fall,FUL,UGRD
BUS, 205,A,Financial Accounting,25,21,0,,E,1.00,_M_W_F_,08.00- 08.50,MC-107,Paula Wilson,,LEC,,BUSINESS,2015 Fall,FUL,UGRD
BUS, 205,B,Financial Accounting,25,24,0,,E,1.00,_M_W_F_,09.00- 09.50,MC-107,Paula Wilson,,LEC,,BUSINESS,2015 Fall,FUL,UGRD
BUS, 205,C,Financial Accounting,25,26,2,,E,1.00,_M_W_F_,10.00- 10.50,MC-103,Andreas Udbye,,LEC,,BUSINESS,2015 Fall,FUL,UGRD
BUS, 205,D,Financial Accounting,25,26,2,,E,1.00,_M_W_F_,11.00- 11.50,MC-103,Andreas Udbye,,LEC,,BUSINESS,2015 Fall,FUL,UGRD
BUS, 301,A,Business Leadership Seminar,30,25,0,,E,0.00,_______,-,,Nila Wiese,,SEM,,BUSINESS,2015 Fall,FUL,UGRD
BUS, 305,A,Principles of Management,25,25,0,,E,1.00,_M_W_F_,09.00- 09.50,HO-203,Lynnette Claire,,LEC,,BUSINESS,2015 Fall,FUL,UGRD
BUS, 305,B,Principles of Management,25,25,0,,E,1.00,_M_W_F_,10.00- 10.50,MC-303,Alan Krause,,LEC,,BUSINESS,2015 Fall,FUL,UGRD
BUS, 305,C,Principles of Management,25,19,0,,E,1.00,_M_W_F_,11.00- 11.50,MC-303,Alan Krause,,LEC,,BUSINESS,2015 Fall,FUL,UGRD
BUS, 310,A,Principles of Marketing,25,24,0,,E,1.00,_M_W_F_,09.00- 09.50,MC-103,Parker Woodroof,,LEC,,BUSINESS,2015 Fall,FUL,UGRD
BUS, 310,B,Principles of Marketing,25,24,0,,E,1.00,_M_W_F_,10.00- 10.50,MC-307,Parker Woodroof,,LEC,,BUSINESS,2015 Fall,FUL,UGRD
BUS, 315,A,Financial Management,25,25,0,,E,1.00,__T_T__,09.30- 10.50,MC-107,Alva Butcher,,LEC,,BUSINESS,2015 Fall,FUL,UGRD
BUS, 315,B,Financial Management,25,26,0,,E,1.00,_M_W_F_,13.00- 13.50,MC-107,Lynda Livingston,,LEC,,BUSINESS,2015 Fall,FUL,UGRD
BUS, 315,C,Financial Management,25,12,0,,E,1.00,__T_T__,12.30- 13.50,MC-107,Alva Butcher,,LEC,,BUSINESS,2015 Fall,FUL,UGRD
BUS, 340,A,Law and Ethics in Business,25,14,0,,E,1.00,__T_T__,08.00- 09.20,MC-320,Lisa Johnson,,LEC,,BUSINESS,2015 Fall,FUL,UGRD
BUS, 340,B,Law and Ethics in Business,30,26,0,,E,1.00,__T_T__,09.30- 10.50,MC-320,Lisa Johnson,,LEC,,BUSINESS,2015 Fall,FUL,UGRD
BUS, 340,C,Law and Ethics in Business,25,17,0,,E,1.00,__T_T__,09.30- 10.50,MC-212,John Reich,,LEC,,BUSINESS,2015 Fall,FUL,UGRD
BUS, 340,D,Law and Ethics in Business,25,21,0,,E,1.00,__T_T__,11.00- 12.20,MC-212,John Reich,,LEC,,BUSINESS,2015 Fall,FUL,UGRD
BUS, 361,A,Business & Base of the Pyramid,20,22,0,,E,1.00,__T_T__,12.30- 13.50,MC-103,Nila Wiese,,LEC,,BUSINESS,2015 Fall,FUL,UGRD
BUS, 385,A,Paradigms of Leadership,25,14,0,,E,1.00,__T_T__,09.30- 10.50,MC-303,Jeffrey Matthews,,LEC,,BUSINESS,2015 Fall,FUL,UGRD
BUS, 385,B,Paradigms of Leadership,25,21,0,,E,1.00,__T_T__,11.00- 12.20,MC-303,Jeffrey Matthews,,LEC,,BUSINESS,2015 Fall,FUL,UGRD
BUS, 401,A,Business Leadership Seminar,30,15,0,,E,0.00,_______,-,,Nila Wiese,,SEM,,BUSINESS,2015 Fall,FUL,UGRD
BUS, 416,A,Financial Reporting & Analysis,20,3,0,,E,1.00,_M_W___,14.00- 15.20,MC-107,Paula Wilson,Fulfills Senior Research Seminar requirement,LEC,,BUSINESS,2015 Fall,FUL,UGRD
BUS, 431,A,Financial Markets,20,9,0,,E,1.00,_M_W_F_,11.00- 11.50,MC-107,Lynda Livingston,,LEC,,BUSINESS,2015 Fall,FUL,UGRD
BUS, 434,A,Advanced Topics in Corp Fin,20,0,0,,E,1.00,_______,-,,,,LEC,,BUSINESS,2015 Fall,FUL,UGRD
BUS, 442,A,Social Entrepreneurship,20,18,0,,E,1.00,_M_W_F_,10.00- 10.50,HO-203,Lynnette Claire,,LEC,,BUSINESS,2015 Fall,FUL,UGRD
BUS, 451,A,Organizational Behavior,20,20,1,,E,1.00,_M_W_F_,09.00- 09.50,MC-303,Alan Krause,,LEC,,BUSINESS,2015 Fall,FUL,UGRD
BUS, 472,A,Business in Latin America,20,0,0,,E,1.00,_______,-,,,,LEC,,BUSINESS,2015 Fall,FUL,UGRD
